,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,1,-0.000543699,0.006572834,0.003800761,0.001325809,0.003046247,0.006982549,0.002429014,0.004962431,-0.00261265,0.000354701,0.003467708,-0.001995731,-0.00271687,-0.004584453,-4.27E-05,0.001111682,-0.001663665,0.004292274,0.001505173,-0.000931828,0.000780887,0.002321929,-0.000987477,0.003658089,0.001157746,0.006117346,0.000984697,0.001081441,-0.000425614,0.003187451,-0.002096833,0.000273949,-0.003342935,-0.003932964,0.001468545,-0.002555555,-0.000252756,-0.00046995,-0.0014089,0.006798366,0.001152494,-0.000440403,0.002685343,-0.003003208,-0.001538862,0.000128699,0.004061957,0.003767469,0.000523762,-0.004677769,0.001217046,0.00303651,0.001259408,-0.000782835,-0.001054528,-0.000318465,-0.003824404,-0.002384574,-0.001961538,0.002243382,-0.00251428,0.000717623,-0.001646745,-0.001588969,0.002834936,-0.000224618,0.003361425,0.004286416,-0.001448215,0.001139709,0.001416703,-0.003588754,0.000294715,0.005504305,0.000355754,-0.007174801,0.000374381,0.00155715,0.00370435,-0.002882391,-0.005575442,-0.000841404,-0.000817749,-0.000827361,0.001919418,-0.000987326,-0.000284131,-0.004842611,0.002300442,-0.005070929,0.000277891,0.001132931,-0.000219892,0.001620338,-3.62E-05,0.003086702,-0.002610896,-0.000540767,0.003813302,-0.001015172,0.001022206,0.001195306,-0.002184919,-0.000383928,-0.000527244,0.004328961,-0.004794242,-0.002045879,-0.004158808,0.005662087,0.001960903,0.001128409,-0.001758511,0.000722097,0.000656807,-0.004283348,-0.000668933,0.001827777,-0.002476393,0.00025111,-0.003118422,-0.000987174,-0.007401511,-0.001754077,0.000896416,-0.004337528,-0.004164389,-0.001196479,-0.001826861,0.000863614,-0.002961203,0.002217058,0.002628153,0.00214075,0.004496103,0.001554057,-0.001634958,-0.001303149,-0.00637535,0.002477098,-0.002320777,-0.003681502,0.002821561,0.006261107,0.002669301,0.001057483,0.00187763,-0.001843335,-0.00500441,-0.000162814,0.000952831,-0.000925225,0.000189418,-0.003216589,0.002412965,-0.002711641,0.002304069,-0.001100476,0.000189365,-0.002974607,-0.004248371,0.000719424,0.000320237,-0.000132096,-0.002302431,-0.007268658,0.002155737,0.001847912,-0.004478213,0.002574197,0.001678138,-0.005587392,0.002498957,-0.000682833,-0.000545793,0.001196944,0.000952826,0.001165005,0.003446813,0.001938893,0.001952355,-0.001957159,-0.001721153,-0.000553833,0.001868059,0.001266766,0.001412516,0.001770229,0.000543465,0.002752206,0.000205848,-0.005372594,0.001616389,-0.001513828,0.002072891,0.004385592,-0.000752743,-0.005775697,0.003849928
1,-0.000543699,1,0.003980494,1.02E-05,0.00030349,-0.000901732,0.003257729,0.001511181,0.004098488,-0.000832317,0.002875205,0.004777572,-0.001976805,-0.001302577,-0.00154405,0.004945512,-0.002480783,-0.001180149,0.000288909,0.001245913,-0.002254587,-0.001518647,0.001762206,0.003605594,0.001416784,0.000843716,0.004777801,-0.004551085,-0.002462778,0.006327891,-0.002244137,-0.002810863,0.002712731,0.001071524,-0.002964524,0.004292775,-0.004465661,-0.00012156,0.001544586,-0.000754253,0.001829743,0.00123972,0.002491776,-0.00229887,-0.00638955,-0.003509856,-0.0021966,0.004786353,0.000110786,0.003956038,5.69E-05,0.004052118,0.001637002,0.005194992,-0.004446694,0.000313836,0.000317961,0.002675311,-0.003877423,0.000610438,0.000566668,0.000890815,0.000417466,0.003081194,-0.002497735,-0.000880981,0.002176399,0.001212598,-0.002055187,0.00043567,0.00430372,0.000691752,-0.000564138,0.001099753,0.001436323,-0.004302374,-0.003617598,-0.003502354,0.001990912,0.000442737,-0.008854589,-0.003066924,0.00421195,0.002039369,0.000433685,-0.002653234,-0.003888603,-0.000819824,-0.00313406,0.003313939,-0.00132879,0.001664599,-0.000211486,-0.005821254,0.003287867,-0.002303103,0.001101958,0.00138481,0.001352408,0.004870501,0.000217447,-0.001382522,-0.000557745,0.000707865,-0.001040522,0.001985828,0.001914859,-0.002127268,-0.002040814,-0.001107365,0.003148792,0.002707452,0.001469912,-0.001149782,0.001021384,-0.007183531,-0.003124885,-0.004298928,-0.000933395,0.000698301,-0.000727758,-0.000267027,-0.003530229,-0.003798893,-0.001013338,0.001357655,0.001060246,-0.000294358,-0.002419727,-0.003373008,0.001231243,-0.002405792,0.000849177,0.002001459,-0.000302761,0.003066806,-0.000205025,0.00114247,0.004217903,0.001122016,-0.001336051,-0.003568883,0.00141534,-0.000752426,0.001280326,0.003279803,-0.00501094,0.002933637,-0.000713528,-0.002290797,0.000389732,-0.00083563,0.001316331,-0.001821619,-0.001171403,0.000179146,-0.005328303,0.000307709,0.002755079,-0.002371643,0.000222849,-0.000245413,-0.001470313,0.002910605,0.003409379,0.002436369,-0.006577904,-0.004629232,0.0019563,-0.002522711,0.001036357,0.00439869,-0.002801865,0.002783978,-0.004757993,0.001692648,-0.001331036,0.002266126,-0.00200509,0.000882719,0.003375888,7.96E-06,0.001515706,0.00105473,-0.000247751,0.002600148,0.002226688,-0.000235593,-0.002184793,0.005840057,0.006627445,0.003620972,-0.00260383,0.00115344,-0.002557459,-0.000785273,-0.000377002,-0.004156961,-0.004860956,0.00228712
2,0.006572834,0.003980494,1,0.00100086,0.000722845,0.001568905,0.000882521,-0.000990605,0.002648399,-0.001932046,-0.000473874,0.005179957,-0.003781499,-0.008794844,-0.002627027,0.00406268,0.00010191,0.000841054,0.003528898,0.001642804,0.002162152,-0.006885177,0.000297358,0.002279798,0.00169259,-0.000913368,0.006137669,0.000224289,-0.000423972,0.000479744,0.002208961,-0.002580745,0.005500179,0.00129276,-0.004599296,0.005808555,0.002875335,-0.001025335,-0.000735343,0.002290366,0.000972508,0.000848862,-0.004261838,-0.004653642,0.001792392,0.000732238,0.00378419,0.002952736,-0.002559191,0.00028923,-0.001223592,-0.000927349,0.001099196,0.000883671,-0.004769579,0.002975783,-0.002474445,0.002700611,-0.004433417,0.003113558,-0.000390396,0.000661735,0.001523208,0.002063886,-0.004916811,-0.001090215,-0.002824518,-0.000891597,-0.000440408,-8.83E-05,0.001360125,0.003600756,-0.00125968,0.005220782,0.002100109,0.002117997,-0.007217407,-0.005286807,0.002567019,0.003874089,-0.00798897,-0.003156003,0.002061028,-0.000585327,-1.70E-06,-0.003762673,-0.00408209,-0.004272759,0.001989566,0.003304616,0.00207369,0.003773828,-0.001891656,-0.005182098,-0.00219656,0.001884377,0.003578201,-0.001953608,-0.001802568,0.005605914,-0.00056535,0.002253666,9.06E-05,0.00074436,-0.001466545,0.002617561,0.000993716,-0.004489728,-0.001649766,-0.001167874,0.005198157,0.002448863,0.006527827,0.003583295,-0.002900311,-0.003256359,-0.000713573,0.001441305,0.000932802,0.00235383,-0.004122966,-0.001643015,-0.003953252,-0.002952894,0.001559147,0.002337547,0.00375446,0.000809353,0.00353476,-0.003010098,0.007083759,0.001209536,-0.00213283,2.64E-05,0.000829274,0.000388416,-0.000852754,0.00020122,0.000938813,-0.0028986,0.002808988,-0.001981766,0.000217613,0.00125125,0.001866699,0.000844187,-0.004507578,0.002643852,-0.000644707,-0.005761896,-0.001315727,-0.003265157,-0.000446766,-0.003395792,-0.00536733,0.00369084,-0.002788178,0.001099193,0.000321807,-0.001428504,0.000550654,0.003606886,0.00594246,-0.000706061,0.00046683,-0.00328391,-0.006252513,0.000237279,0.003339836,-0.003999356,0.003445437,-0.000272679,0.001125617,0.000709731,-0.006835544,-0.001027658,0.000362058,-0.004571921,-0.00340847,0.0018235,0.002364685,-0.002340517,-0.001202313,0.002197882,0.003259239,0.003371746,-0.001281822,0.002798683,7.60E-06,0.002448106,0.000196581,0.00128457,-0.003399595,0.000549049,0.002104071,-0.001069707,0.003951844,0.001078188,-0.000877067,0.003854832
3,0.003800761,1.02E-05,0.00100086,1,-0.000321697,0.003253349,-0.000774389,0.002499946,0.003553395,-0.000825792,-0.000897417,0.000481679,-0.001794127,-0.00571713,0.000533718,0.003092988,0.003011317,0.003618232,0.000994578,-0.000481477,0.003385302,-3.70E-05,-0.00290515,0.001633078,-0.002006105,-0.002306649,0.001946217,-0.001970081,-0.003185574,0.001003276,0.004796961,0.00165759,0.001703001,-0.001879145,-0.002027603,7.08E-05,-0.001192632,0.000253588,-0.002748181,-0.002053555,0.002082652,0.000185339,-0.001274896,0.000442325,-0.001357565,-0.000419536,0.001711637,0.000401589,-0.000471829,-4.20E-05,-0.001003203,0.000285772,-0.001534015,0.000478288,0.001310545,-0.0010853,-0.001165151,-0.001889184,-0.000152453,-0.002491259,0.00290313,-0.003291899,-0.000144409,0.001526541,-0.001400903,-0.00150262,-6.70E-05,0.000876248,0.00270856,-0.001470809,-0.001551411,-0.003058976,-0.000594076,-0.001216357,-0.002664683,-0.001157363,0.000270345,-0.001197438,-0.003293225,0.000651484,-0.002902777,-0.003413311,0.001221649,-0.000506619,0.002354405,-0.000252509,-0.002296987,-0.00238828,0.003327275,0.003789415,-0.000732753,0.004403846,0.000432098,-0.001282423,-0.001317831,0.001793577,-0.000179135,0.001787058,-0.000259125,0.001393324,-0.00332573,0.002411939,-0.002295464,-0.001497384,-0.000705011,0.00335779,0.001959722,0.001356062,0.001333269,-0.000967965,-0.003526655,0.001115947,-0.002321322,0.001757767,0.005291459,-0.001751382,-5.02E-05,-0.001467667,0.001458895,-0.000371721,0.005164069,0.002125577,0.00218864,-0.000487553,-0.000499828,0.00035442,-0.002019478,0.000833161,0.00242092,-0.003982191,0.001739799,-0.002632525,-0.00010413,0.003351893,-0.001200909,-0.001656968,0.001563537,0.001728305,-0.002043105,0.00313567,-0.000807673,-0.003160868,0.000225255,0.001301626,-6.56E-05,-3.17E-05,-0.007140306,-0.002548387,-0.002251736,-0.000670721,-0.003414174,-0.000750715,0.000144734,-0.003549632,0.003973817,0.000455889,-0.001612663,-0.002568044,-0.000953938,-0.001123642,0.001588323,0.000527171,-0.002176983,0.001567135,-0.002164278,-0.002282512,0.00197065,-3.54E-05,-0.000979409,0.002247847,-0.00391461,0.000810469,0.000390912,0.000895797,-0.001660709,0.000777487,0.002612185,-0.002111992,0.003306542,-0.00046183,-0.003653398,3.68E-05,0.000629475,0.003642082,-0.001153042,-0.001246616,0.003210223,-0.00050526,0.000289258,-0.001065524,0.000150827,0.002445381,-0.001529992,-0.001698896,-0.001053725,0.001206004,-0.002799964,0.001163899,-0.001650908,0.000505532
4,0.001325809,0.00030349,0.000722845,-0.000321697,1,-0.001368157,4.88E-05,0.004548886,0.001193622,-0.000918344,-0.003444678,0.000779733,0.000332799,0.002297604,-0.000919062,-0.000526529,0.0012644,-0.000306176,0.000895411,0.000586015,0.000234659,0.00057451,-0.003167111,0.001963497,0.003874308,0.001685516,0.001285511,-0.001692431,-3.61E-05,0.002693678,0.001905203,-0.001106435,-0.001185264,0.000506432,0.001954047,-0.001452125,0.00206888,1.89E-05,-0.000356788,-0.002013616,-9.76E-05,0.002332206,-0.004394244,0.000912348,0.000842734,-0.002400213,-0.00308905,0.001013133,-0.000992428,-0.001505313,-0.002622336,-0.001738871,0.0028319,-0.002610173,-0.00128821,-0.000845241,-0.00303118,-0.003138592,-0.001856928,0.001420726,0.003171729,-0.002655972,0.000134738,-0.00128287,0.00079347,0.004547274,-0.002964954,-0.00071474,-0.000793393,0.001180825,-0.000876417,-0.000919371,0.00149655,0.00342473,-2.28E-05,-0.000826885,0.003360348,0.003038459,0.003161678,0.002528363,-0.001839483,0.000702403,-0.000402377,-0.001076131,0.00447252,-0.000328664,0.001889362,-0.001862339,-0.001012888,-0.000879784,0.001618911,0.0008881,0.000750769,-0.002141881,0.001271002,0.000840576,-0.003194787,5.01E-05,0.002241413,-0.000230161,-0.001345798,-0.001327159,-0.000664388,-0.003106248,0.000702024,0.003535088,-0.001302318,0.001629415,-0.00318193,-0.001416584,0.000720145,-0.002256112,-0.002824682,-0.001094227,0.00420013,-0.003503655,-0.002430737,-0.000829428,0.001709404,0.003414697,-0.002068214,0.001408618,-0.00181885,-0.000163449,-0.00155458,-0.000412094,-9.47E-05,0.001164325,0.004733998,0.001724056,-0.002747369,0.001196706,0.000368978,-0.003039797,-0.001743133,-0.001052571,-0.00022857,-0.002886076,0.002507953,0.003791287,0.002041988,0.003642148,-0.003474946,0.002038206,-0.0012477,0.001786698,0.000575012,-0.003513498,0.000865855,-0.001146521,-0.003003576,-0.001369055,-0.000745439,0.002502312,-0.004402252,0.001561528,-0.004987223,0.004056107,-0.002459799,0.003414386,0.00126779,0.001026846,0.001416699,-3.93E-06,0.00206304,-0.002730388,-0.003779414,-0.001882236,-0.001161534,-0.001447956,0.000186441,-0.007080292,0.000813365,-0.000979397,-0.000577211,0.001524641,0.000483959,-0.002670239,2.13E-05,0.00030155,-0.002451962,-0.002813649,1.57E-05,-0.002026589,-0.004622763,0.000176183,0.000622345,0.002529192,0.000926201,0.002004408,0.001513793,0.004356636,0.003347023,0.000813439,-6.80E-05,0.003706012,0.000513052,-4.60E-05,-0.001820671,-0.000786088
5,0.003046247,-0.000901732,0.001568905,0.003253349,-0.001368157,1,0.00258778,-0.000994949,0.000146943,-0.005279307,0.000332178,-0.001072468,-0.000324974,-0.003540273,-0.000620145,0.003236261,-0.000460241,-0.00266982,0.000639184,0.000885019,-4.58E-05,-0.004115451,0.001176834,0.001174083,-0.000168454,-0.002811765,0.00410355,0.002713382,0.000307418,0.002290984,-0.003117852,0.005736336,0.001896251,-0.000761442,-0.005187183,0.002216842,-0.004697367,0.003017066,0.002162973,9.91E-06,0.004506838,0.004767785,0.002004954,0.000739857,0.000653898,0.000693724,0.005617243,0.001318045,-0.000983553,0.000822797,-0.003391326,-0.002990398,0.003154586,0.001338149,0.003784548,0.000807838,-0.00046381,0.003068226,0.001447552,0.003049865,0.002504429,0.005269137,0.004142113,-1.96E-06,-0.000366417,-0.000136835,-0.003529536,0.002304055,-0.001027588,-0.00117618,0.000303866,-0.001970975,0.001392782,0.001394397,0.003459851,-0.004802275,-0.002757154,0.001310579,0.003573779,-0.000997004,-7.45E-06,-0.000344982,0.002300565,-0.003659135,-0.003706526,0.00045047,-0.000393686,0.002112745,-0.002304931,0.001138279,0.001589868,0.004073331,0.002699408,-0.00090621,0.003653265,0.001015972,-0.00077584,0.002501435,0.00282934,-0.002643733,-0.001054164,0.001703597,0.000308689,0.000105801,-0.002585999,-0.001933738,0.003169051,-0.001826497,-0.000156261,0.000390231,0.001820549,0.002240994,-0.001891265,0.000382074,0.000840916,-0.002715994,0.001072162,0.000834843,-0.000597354,0.004433451,-0.000612138,7.95E-05,-0.001570377,-0.00086544,-0.002957678,0.000913841,-0.002628971,0.00079518,-0.001081712,-0.000658975,-0.001819837,0.001797627,-0.002259563,-0.000159039,-0.000705207,0.001425346,0.001116541,-0.001675423,0.001359878,0.001647876,0.000457644,0.001726868,0.000631946,-0.001618621,0.003165673,-0.000191724,-0.00260911,0.002977986,-0.001305989,-0.000779951,0.000217439,-0.003511222,-0.000401217,-0.002243355,-0.003864345,-0.000645656,-0.003194834,0.000266132,0.000819115,0.004391674,-0.001869826,-0.001022336,-0.000908228,-0.003304883,0.001212709,-4.00E-05,-0.000252387,0.002070953,0.004374498,-0.002189132,0.002664319,-0.002836495,-0.004309175,0.002448079,-0.001304469,0.002840663,-0.002573602,-0.001776234,0.000375356,-0.005686047,-0.000495096,-0.001518495,0.001120529,0.001875035,0.00299789,-0.002092156,-0.000131846,-0.00110554,-0.000275508,0.003064401,0.001465541,-2.23E-05,0.00111552,-0.002237489,-0.002542891,-0.00127366,0.002879974,-0.000534781,-0.000953201,0.002767143
6,0.006982549,0.003257729,0.000882521,-0.000774389,4.88E-05,0.00258778,1,-0.002547746,-0.001187995,-0.005696919,0.001503099,-0.000548646,-0.003375982,-0.00550637,-0.002692727,0.001811175,0.002594353,0.000678269,0.001998415,0.001236699,-0.003874311,-0.004874859,0.002248964,-0.003764118,0.003376412,-0.000390755,0.004878163,0.001604726,0.001344682,-0.003005674,-0.00069807,-0.002740517,0.001650017,-0.000718231,-0.003784899,0.002838898,0.002342806,0.002537559,-0.003573241,0.000752826,0.000911888,-0.000685447,0.002538593,-0.003732548,-0.006018185,-0.002502139,-0.000282939,0.00157397,-0.001619426,0.002529798,-0.000904723,0.003018945,0.000857771,0.002892048,-0.001913329,-0.001392217,-0.003054397,-0.00028404,0.004607164,-0.001538815,0.002772187,0.002628448,0.002048551,-0.004500461,0.001449666,0.002455869,0.00168096,0.002197558,-0.000652382,0.004023029,0.002746368,0.006202212,-0.001288565,-0.001843924,-0.001272876,-0.000536033,-0.003828627,-0.002523808,0.006182739,0.002999065,-0.008957933,-0.00334333,0.005722256,-0.003529863,-0.000259897,0.000544408,-0.005615856,-0.000618702,-0.001066807,0.002033826,0.005134882,0.003197782,-0.004714289,-0.002071921,0.002140642,0.001382134,8.87E-05,0.003651751,0.002818448,0.004928942,0.003422801,-0.000730635,-0.002626535,0.001378122,0.00041058,-0.000202863,0.003567563,-0.000549611,-0.002600834,-0.001643739,0.002940896,0.004006867,0.00065794,-0.002980131,0.001814903,-0.004823586,-0.000778845,-0.002234812,0.003444867,0.000702517,-0.000879794,-0.003375009,-0.000698756,-0.006149582,0.000703542,0.000667408,0.000990695,-0.003283345,0.00187844,0.001628908,0.002830848,0.001084943,-0.002047684,0.003010298,-0.000515274,0.004127117,0.000680092,0.002316627,-0.000735379,-0.004923257,-0.0010505,-0.000589724,-0.001122346,-0.002727272,0.004413018,0.000330892,-0.002253437,-0.003914112,-0.006802582,-0.004443645,0.001308937,0.002930315,-0.001434425,0.001399607,-0.00144799,0.001927044,-0.002808054,0.00807573,0.00123129,-0.000937113,0.002510007,-0.000640899,0.001608655,0.005112054,0.002314351,0.00148213,-0.003268165,0.003103249,0.000660217,-0.004214991,0.002327298,0.002418232,-0.000603698,-5.94E-08,-0.005838427,0.001488703,0.003628451,-0.001282888,9.12E-05,-0.001083177,-0.000132717,0.000987545,0.000602224,0.000254881,0.00379374,0.001168879,-0.004722911,-0.000894477,-0.002597822,-0.00236822,0.000721332,0.005604217,-0.002562816,0.002463706,-0.001140816,0.001243768,0.005378485,-0.003565184,-0.003024674,0.0060963
7,0.002429014,0.001511181,-0.000990605,0.002499946,0.004548886,-0.000994949,-0.002547746,1,0.000814379,0.002885374,0.000359123,0.000905193,0.002463022,0.003716737,-0.000213987,0.000916762,0.000981889,-0.001570299,0.00019771,0.004030189,-0.002361812,-0.000610504,-0.002429939,0.002681885,-0.000436362,0.000210921,-0.001985455,0.001701115,0.00322451,-0.002538323,0.000908779,0.002796115,-0.000883196,0.001902289,0.005093066,-0.000212718,-0.001016625,-0.002538632,0.00243453,0.000653276,-0.000558245,-0.000161085,0.002356258,-0.001000094,-0.005395936,-0.003365928,0.001290182,3.72E-05,0.000833284,-0.002511576,-0.002311123,0.000462421,-0.004543503,-0.000734753,-0.002175108,-2.82E-05,-0.002716616,0.001390575,-0.001200709,-0.002189583,0.00079423,-0.000887249,0.001099606,-0.001162335,0.001949122,-0.000204077,-0.000440045,-0.00214294,0.003162396,0.00108504,0.001857913,0.001555999,0.000468686,-0.002258291,-0.000100823,-0.000967171,0.001894606,0.000522777,-0.003061663,5.68E-05,-0.000566314,0.000692401,0.00176496,-0.001827301,0.000141204,0.00322365,-0.000419041,0.000393396,-0.001804417,0.004003381,0.002080844,0.001172877,-0.000688477,0.001212102,0.000172963,-0.00028392,-0.000297625,-0.000675429,0.004167027,0.000687654,-0.001410511,-0.002548314,-0.002547295,-0.001084295,0.000161219,-0.001498073,-0.000336303,-0.003171606,-0.000533742,0.001082343,0.000794308,0.000396115,0.000149889,-8.93E-05,2.16E-05,-0.001570812,-0.000274022,-0.000950292,0.002307731,-0.001356756,-0.000762298,-0.001652359,0.000418366,0.001626844,0.004201331,-0.004031984,0.000935021,-0.001452096,0.001900709,0.002138877,-0.001876263,0.000507136,0.001812958,-0.004269448,0.002948961,0.001785546,-0.002795706,0.000509699,-0.004884175,0.002303918,0.002419089,0.002885079,-0.003796254,0.00176627,0.000465081,-0.002037737,0.001341758,-0.00183527,0.000992324,-0.002162738,-0.001328008,-0.002644752,0.001866564,0.000598331,0.000202711,-0.002698975,-0.002257482,-0.003412007,-0.002896589,-0.000748816,-0.002341801,2.16E-05,0.003152076,-0.001149954,-0.000686654,0.000297671,-0.000915159,0.002566527,-0.000793592,-0.000813311,-0.002158627,-0.002607405,0.00179224,-0.000583164,-0.002978804,0.000257084,-0.000303414,0.001565642,0.001181882,-0.00017783,0.000149338,0.00229336,0.00258957,0.00390674,-0.002067215,0.002124971,-0.001653056,0.000119768,0.000822144,0.003694397,-0.000337178,-0.00395672,0.001732927,0.003218592,-0.000269939,0.001853817,0.00104522,0.003466034,0.000650062,-0.001456753
8,0.004962431,0.004098488,0.002648399,0.003553395,0.001193622,0.000146943,-0.001187995,0.000814379,1,-0.001073489,-0.00074963,-0.001795457,-0.004330441,-0.0022385,0.001233533,0.004311538,0.000783487,0.002855049,-0.000369031,8.94E-05,-0.001399525,-0.003147486,0.004329312,0.001851915,0.000906004,0.00422223,0.002294528,0.000758935,0.004372186,-0.001461043,0.001715987,0.000118456,-0.001037361,-0.001086822,0.002977705,0.003088439,-0.001415696,-0.002382773,0.001555328,-0.000552496,-0.004371297,0.000130702,-0.002789755,-0.00244392,0.001775569,0.000229272,0.001128676,0.00144042,0.002540157,0.0012002,-0.000577204,0.003111469,0.000404394,-0.001023026,-0.003364744,0.000725855,-0.000346353,0.000306306,-0.001334312,-0.003678533,0.000763163,3.04E-05,-0.002868904,-0.001105054,-0.000632522,1.14E-05,0.000292153,-0.00264369,0.001668763,-0.002234446,0.001825774,-0.000115527,0.000122831,-0.000306818,0.001747766,-0.000800982,-0.001084072,0.002033286,0.003783228,-0.000710388,-0.00179787,-0.003223567,-0.00069525,-0.000694131,-0.002802387,0.001909327,-0.001342017,0.000902021,-0.001137091,0.00266174,0.001634639,0.000171331,-0.004716558,-0.0005702,0.002076834,0.001006174,0.000421137,0.002380707,0.002110022,0.000929523,-0.000820067,-0.00357661,-0.000631913,-0.003825351,-0.002143368,-0.002563467,0.003110202,-0.001732289,-0.003667473,-0.001954263,-0.000619071,-0.000946884,-0.003416903,0.000213947,-0.001302727,0.000603546,0.00389103,-0.001582362,0.004699193,0.000617793,-0.002829159,-0.000159187,-0.002475594,-0.001103036,-0.000544177,0.000183665,-0.0003288,-0.002895682,0.000486771,-0.002669758,-0.001893231,-0.001500593,-0.001895085,0.002327035,0.001598358,0.004793132,0.002258974,0.0001434,0.003614986,0.001842024,0.002108176,-3.81E-05,-0.00094533,0.003042972,0.000659839,-0.002650995,-0.004456971,0.000303078,-0.001426332,-0.001798012,-0.004328712,0.003736607,0.000403748,0.002610817,-0.001249979,0.001377228,0.000703716,0.000965683,-0.002348159,-0.005207398,-0.000314584,0.000293632,-0.001724359,0.002645552,-0.002143741,-2.11E-05,-0.002298209,0.002336154,-0.00097743,-0.000818391,0.002571507,0.001079597,-0.00504336,0.001087706,-0.001509537,-0.000410961,0.002278249,-0.003844797,0.000648885,0.001923321,0.000399884,0.000344607,-0.000260237,0.00182605,0.002428009,-0.003028173,-0.00531089,-0.002685649,0.001672813,-0.00027539,0.002922788,-0.001151228,-0.000428694,0.001413581,0.001312999,0.001395911,-0.003241934,-0.004582679,0.002949973,0.000853672
9,-0.00261265,-0.000832317,-0.001932046,-0.000825792,-0.000918344,-0.005279307,-0.005696919,0.002885374,-0.001073489,1,0.001552915,-0.003840632,0.00186287,-0.000118707,0.002019122,-0.006054261,-0.001665019,0.000984146,-0.000570211,-0.000315648,-0.002297089,0.001035218,-0.00542766,0.001751227,-0.004069437,0.004237849,-0.004572738,-0.000286839,-0.002689029,-0.001040008,0.000947778,0.002537529,-0.002549299,0.003065162,0.002557367,-0.000954732,0.002088156,-0.001721922,0.001835486,-0.000637327,-0.001303449,0.001361167,0.000491186,0.003230421,0.001529653,0.000431605,-0.003892974,0.005096184,-0.004225756,-0.004617348,-0.000230227,-0.001817234,-0.004572878,-0.002337612,-0.002614833,0.00119142,-5.93E-05,0.000729986,-0.000181809,0.005479089,-0.000518607,0.000769334,0.0007318,0.004601653,0.002636409,-0.004178805,-4.26E-05,-0.002851073,0.000696284,-0.004657396,-0.001241485,-0.000532101,0.000858692,-0.000151997,0.000142294,0.003453538,-0.000230145,0.001592294,-0.002619723,0.002635724,0.003003721,0.001080039,0.001428889,-0.0002281,-0.005607893,-0.001089258,0.001294053,-8.92E-05,0.003259834,0.000755019,-0.003195738,-0.003597423,0.00248357,-0.000266017,-0.007181562,-0.001817905,0.002657277,0.000370971,0.005863632,-0.003458037,-0.003133145,0.000816437,0.001617438,-0.000289878,-0.002499337,0.000110058,-0.003233889,0.003862576,0.002578896,0.001224716,-0.001575337,-0.00240991,-0.006412355,0.000888409,0.001999818,0.000499882,0.00127689,0.001229793,-0.002879546,-0.002765519,0.001258504,-6.94E-05,0.002311577,0.003888691,-0.000593219,0.000552062,0.001731154,0.003497373,-0.002355749,0.001402063,-0.005065917,0.004011674,0.002300518,-0.001404949,-0.001614404,-0.000265522,-0.004078081,-0.005132725,-0.004743124,0.001536152,-0.001932366,-0.001216386,-8.16E-05,0.005950531,-0.004272293,-0.00189475,-0.000573813,-0.00236634,0.004298487,0.003225591,0.001060114,-0.001347811,-0.001452836,0.000270002,0.003208131,0.002710913,-0.001736849,-0.002212733,-0.00133546,-7.04E-05,0.00237001,-0.00058718,-0.002307463,-0.000273108,0.000471228,0.004786621,0.004676962,0.000473976,-0.000611131,0.000496088,-0.000920149,0.003953488,-0.000311314,-0.004577806,0.001109723,-0.001978507,0.002531236,-0.000544931,0.001652179,-0.003237142,0.000126392,-0.002632348,0.002441344,-0.00086726,-0.004109617,-4.18E-05,0.000699215,0.002529507,0.003665002,0.000146185,-0.000870859,-0.00237142,-1.43E-05,-0.001407174,0.00309867,-0.000867744,5.20E-05,0.003701489,0.002343089,0.001069766
